PORT CODE,DATE,IEC,HS CODE,GOODS DESCRIPTION,Master category,Model Name,Model Number,Capacity,Qty,Unit of measure,Price,Unit of measure.1,QUANTITY,UNIT,UNIT PRICE_INR,TOTAL VALUE_INR,UNIT PRICE_USD,TOTAL VALUE_USD,DUTY PAID_INR,YEAR,MONTH,QUARTER,UNIT_STD,UNIT_PRICE_USD,EMBEDDED_QTY,CAPACITY_SPEC,MODEL_NUMBER2,GRAND_TOTAL_INR,LANDED_COST_PER_UNIT,CATEGORY,SUB_CATEGORY
INNSA1,2025-10-28,301049751,73239990,TH5170 STEEL CUTLERY HOLDER (QTY:600 PCS/USD 2.03 PER PCS) TH5170 STEEL CUTLERY HOLDER (QTY:600 PCS/USD 2.03 PER PCS),,,,,,,,,290.0,KGS,401.7253103,116500.34,4.529033938,1313.419842,32736.6,2025,10,4,KGS,2.03,600.0,,TH5170,149236.94,514.6101379310345,Steel,Steel Items
INNSA1,2025-10-28,301049751,73231000,8001-2 STEEL SCRUBBER 2PCS SET (QTY: 336000 SETS/USD 0.139 PER SETS)8001-2 STEEL SCRUBBER 2PCS SET (QTY: 336000 SETS/USD 0.139 P,,,,,,,,,9800.0,KGS,440.6022184,4317901.74,4.967330534,48679.83923,1898149.5,2025,10,4,KGS,0.139,336000.0,,8001-2,6216051.24,634.2909428571429,Steel,Scrubber
INNSA1,2025-10-23,301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1,232 PCS/CNY:101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1,2",,,,,,,,,4004.0,KGS,408.893663836164,1637210.23,4.609849648660246,18457.83799323563,460056.0,2025,10,4,KGS,,1.0,,MILD,2097266.23,523.7927647352648,Steel,Cloth Stand
INNSA1,2025-10-13,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY 6336 PCS/USD 0.973 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY 6336 PCS/USD 0.973 PER PCS,,,,,,,,,1548.8,KGS,378.4578447830578,586155.51,4.219151000925951,6534.621070234112,164709.7,2025,10,4,KGS,0.973,6336.0,,SB-12,750865.21,484.80450025826445,Steel,Strainer
INNSA1,2025-10-13,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY 43038 PCS/USD 0.9718 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY 43038 PCS/USD 0.9718 PER P,,,,,,,,,10042.2,KGS,399.7396745733008,4014265.76,4.456406628464889,44752.12664437012,1128008.7,2025,10,4,KGS,0.9718,43038.0,,SB-12,5142274.46,512.0665252633885,Steel,Strainer
INNSA1,2025-10-08,301049751,73239990,STEEL HANGER WITH HOOK (SL-89) (QTY:70056 PCS/CNY:7.45 PER PCS)STEEL HANGER WITH HOOK (SL-89) (QTY:70056 PCS/:7.45,,,,,,,,,15568.0,KGS,432.1581763874615,6727838.49,4.817816905099905,75003.77357859531,1890522.7,2025,10,4,KGS,,70056.0,,STEEL,8618361.19,553.5946293679342,Steel,Hanger
INNSA1,2025-10-06,301049751,73239990,STEEL HANGER 10PCS SET (AM-969) (QTY: 480 SET/USD 0.819 PERSET)STEEL HANGER 10PCS SET (AM-969) (QTY: 480 SET/USD 0.819 PER,,,,,,,,,380.0,KGS,100.4420789473684,38167.99,1.119755618142346,425.5071348940913,10725.3,2025,10,4,KGS,0.819,480.0,,STEEL,48893.28999999999,128.66655263157892,Steel,Hanger
INNSA1,2025-10-01,301049751,73239990,AM-967 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.031 PER PCS) AM-967 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.031 PER PCS),,,,,,,,,460.0,KGS,85.37782608695653,39273.8,0.9609209463923076,442.0236353404615,11036.0,2025,10,4,KGS,1.031,400.0,,AM-967,50309.8,109.36913043478262,Steel,Basket
INNSA1,2025-10-01,301049751,73239990,AM-966 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.017 PER PCS) AM-966 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.017 PER PCS),,,,,,,,,310.0,KGS,124.9693225806452,38740.49,1.406520231633598,436.0212718064153,10886.1,2025,10,4,KGS,1.017,400.0,,AM-966,49626.59,160.0857741935484,Steel,Basket
INNSA1,2025-10-01,301049751,73239990,AM-965 STEEL SPOON & FORK HOLDER (QTY 480 PCS/USD 0.734 PERPCS)AM-965 STEEL SPOON & FORK HOLDER (QTY 480 PCS/USD 0.734 PER,,,,,,,,,168.0,KGS,199.7157142857143,33552.24,2.24778519173567,377.6279122115926,9428.1,2025,10,4,KGS,0.734,480.0,,AM-965,42980.34,255.83535714285713,Steel,Steel Items
INNSA1,2025-10-01,301049751,73231000,8001-2 STEEL SCRUBBER 2 PCS SET (QTY 336000 SETS/USD 0.139 PER SETS)8001-2 STEEL SCRUBBER 2 PCS SET (QTY 336000 SETS/USD 0.139 P,,,,,,,,,9800.0,KGS,456.1253897959184,4470028.82,5.133656609970945,50309.83477771527,1965024.7,2025,10,4,KGS,0.139,336000.0,,8001-2,6435053.5200000005,656.6381142857143,Steel,Scrubber
INNSA1,2025-09-27,301049751,73231000,OKS-4156 STEEL SCRUBBER 6PCS SET (QTY: 93360 PCS /USD 0.228PER PCS)OKS-4156 STEEL SCRUBBER 6PCS SET (QTY: 93360 PCS /USD 0.228,,,,,,,,,7496.03,KGS,263.5713784496593,1975738.96,2.966475840738991,22236.7918964547,868534.9,2025,9,3,KGS,0.228,93360.0,,OKS-4156,2844273.86,379.4373635110852,Steel,Scrubber
INNSA1,2025-09-27,301049751,73231000,8001-2 STEEL SCRUBBER 2PCS SET (QTY: 168000 SETS/USD 0.139 PER SETS)8001-2 STEEL SCRUBBER 2PCS SET (QTY: 168000 SETS/USD 0.139 P,,,,,,,,,4900.0,KGS,442.0729367346939,2166157.39,4.975497318342081,24379.9368598762,952242.8,2025,9,3,KGS,0.139,168000.0,,8001-2,3118400.1900000004,636.4082020408164,Steel,Scrubber
INNSA1,2025-09-24,301049751,73239990,AM-321 STEEL DRAINER (QTY:28752 PCS/USD 0.7050 PER PCS) AM-321 STEEL DRAINER (QTY:28752 PCS/USD 0.7050 PER PCS),,,,,,,,,3953.4,KGS,492.7319699499166,1947966.57,5.545660888575313,21924.21575689364,547378.6,2025,9,3,KGS,0.705,28752.0,,AM-321,2495345.17,631.1896519451611,Steel,Steel Items
INNSA1,2025-09-24,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY: 166608 SET/USD 0.36 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY: 166608 SET/USD 0.,,,,,,,,,5646.16,KGS,971.5058004023973,5485277.19,10.93422397751714,61736.37805289815,1541362.8,2025,9,3,KGS,0.36,166608.0,,HOUSEHOLD,7026639.99,1244.4989143063606,Steel,Steel Items
INNSA1,2025-09-24,301049751,73239990,NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.2710 PER PCS) NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.2710 PER PCS),,,,,,,,,2310.0,KGS,568.2142554112553,1312574.93,6.395208276997812,14772.93111986494,368833.6,2025,9,3,KGS,0.271,50400.0,,NP-55,1681408.5299999998,727.8824805194804,Steel,Strainer
INNSA1,2025-09-24,301049751,73239990,"HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:55,296 SET/USD:0.24 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:55,296 SET/USD:0.2",,,,,,,,,1843.2,KGS,689.9043023003472,1271631.61,7.764820509851968,14312.11716375915,357328.4,2025,9,3,KGS,,55.0,,HOUSEHOLD,1628960.0100000002,883.7673665364584,Steel,Steel Items
INNSA1,2025-09-24,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:1026 PCS/USD 0.9770 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:1026 PCS/USD 0.9770 PER PC,,,,,,,,,250.8,KGS,384.0942583732057,96330.84,4.322951698066468,1084.19628587507,27069.0,2025,9,3,KGS,0.977,1026.0,,SB-12,123399.84,492.0248803827751,Steel,Strainer
INNSA1,2025-09-24,301049751,73239990,HOUSEHOLD STEEL HOOK 3 PCS SET (2628) (QTY:432 SET/USD:0.360PER SET)HOUSEHOLD STEEL HOOK 3 PCS SET (2628) (QTY:432 SET/USD:0.360,,,,,,,,,14.64,KGS,987.6775956284152,14459.6,11.11623630420276,162.7416994935284,4063.1,2025,9,3,KGS,,432.0,,HOUSEHOLD,18522.7,1265.2117486338798,Steel,Steel Items
INNSA1,2025-09-23,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1232 PCS/CNY 101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 123,,,,,,,,,4004.0,KGS,434.3341333666334,1739073.87,4.888397674357157,19573.14428812606,488679.8,2025,9,3,KGS,,1232.0,,MILD,2227753.67,556.3820354645354,Steel,Cloth Stand
INNSA1,2025-09-23,301049751,73239990,H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS) H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS),,,,,,,,,9776.0,KGS,347.6034666530278,3398171.49,3.912250609488215,38246.16195835679,954886.2,2025,9,3,KGS,1.46,24960.0,,H2740,4353057.69,445.28004193944355,Steel,Steel Items
INNSA1,2025-09-23,301049751,73239990,H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS)H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS,,,,,,,,,9776.0,KGS,347.6034185761047,3398171.02,3.912250068386097,38246.15666854248,954886.0,2025,9,3,KGS,1.46,24960.0,,H2740,4353057.02,445.27997340425526,Steel,Steel Items
INNSA1,2025-09-20,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:153600 SET/USD:0.24 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:153600 SET/USD:0.2,,,,,,,,,5120.0,KGS,660.84275390625,3383514.9,7.437734990503658,38081.20315137873,1239719.9,2025,9,3,KGS,,153600.0,,HOUSEHOLD,4623234.8,902.975546875,Steel,Steel Items
INNSA1,2025-09-10,301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,232 PCS/CNY:101.00 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,23",,,,,,,,,4004.0,KGS,427.8509965034965,1713115.39,4.807314567455016,19248.48752808988,627685.5,2025,9,3,KGS,,1.0,,MILD,2340800.8899999997,584.6156068931068,Steel,Cloth Stand
INNSA1,2025-09-09,301049751,73239990,STEEL BASKET BIG (SY-845-4) (QTY:800 PCS/USD:0.9710 PER PCS) STEEL BASKET BIG (SY-845-4) (QTY:800 PCS/USD:0.9710 PER PCS),,,,,,,,,150.0,KGS,499.2998,74894.97,5.610110112359552,841.5165168539327,27441.5,2025,9,3,KGS,,800.0,,STEEL,102336.47,682.2431333333334,Steel,Basket
INNSA1,2025-09-05,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY:1696 PCS/CNY: 81.50 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY,,,,,,,,,6614.4,KGS,308.0440629535559,2037526.65,3.461169246669168,22893.55786516854,746549.7,2025,9,3,KGS,,1696.0,,MILD,2784076.3499999996,420.9113978592162,Steel,Cloth Stand
INNSA1,2025-09-02,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:4842 PCS/USD 0.977 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:4842 PCS/USD 0.977 PER PCS,,,,,,,,,1183.6,KGS,381.6843697194998,451761.62,4.342256765864617,5139.49510807736,165525.4,2025,9,3,KGS,0.977,4842.0,,SB-12,617287.02,521.5334741466712,Steel,Strainer
INNSA1,2025-09-02,301049751,73239990,SY-845-4 STEEL BASKET BIG (QTY 37200 PCS/USD 0.9691 PER PCS) SY-845-4 STEEL BASKET BIG (QTY 37200 PCS/USD 0.9691 PER PCS),,,,,,,,,6975.0,KGS,506.1900172043012,3530675.37,5.758703267398193,40166.95529010239,1293639.5,2025,9,3,KGS,0.9691,37200.0,,SY-845,4824314.87,691.6580458781362,Steel,Basket
INNSA1,2025-09-02,301049751,73239990,NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.270 PER PCS) NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.270 PER PCS),,,,,,,,,2310.0,KGS,562.5649134199134,1299524.95,6.400055897837468,14784.12912400455,476146.0,2025,9,3,KGS,0.27,50400.0,,NP-55,1775670.95,768.688722943723,Steel,Strainer
INNSA1,2025-09-02,301049751,73239990,AM-321 STEEL DRAINER (QTY:21648 PCS/USD 0.702 PER PCS) AM-321 STEEL DRAINER (QTY:21648 PCS/USD 0.702 PER PCS),,,,,,,,,2976.6,KGS,487.5564066384466,1451260.4,5.546716799072201,16510.35722411831,531741.8,2025,9,3,KGS,0.702,21648.0,,AM-321,1983002.2,666.1970704831016,Steel,Steel Items
INNSA1,2025-08-30,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36180 PC/USD 0.446 PER PC) STEEL SALT BOTTLE (NP-19) (QTY: 36180 PC/USD 0.446 PER PC),,,,,,,,,5628.0,KGS,271.1943105899076,1526281.58,3.085259506142294,17363.84050056883,559229.5,2025,8,3,KGS,0.446,36180.0,,STEEL,2085511.08,370.5598933901919,Steel,Steel Items
INNSA1,2025-08-29,301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228",,,,,,,,,8856.0,KGS,242.0626456639566,2143706.79,2.753841247599051,24388.0180887372,942373.5,2025,8,3,KGS,,98.0,,STEEL,3086080.29,348.47338414634146,Steel,Scrubber
INNSA1,2025-08-23,301049751,73231000,STEEL SCRUBBER (8001-12) (QTY:263520 PCS/USD:0.078 PER PCS) STEEL SCRUBBER (8001-12) (QTY:263520 PCS/USD:0.078 PER PCS),,,,,,,,,4758.0,KGS,399.7661097099622,1902087.15,4.547964843116748,21639.21672354949,836157.4,2025,8,3,KGS,,263520.0,,STEEL,2738244.55,575.5032681799075,Steel,Scrubber
INNSA1,2025-08-23,301049751,73231000,STEEL SCRUBBER 6 PCS SET (GT001) (QTY:1260 PCS/USD:0.238 PERPCS)STEEL SCRUBBER 6 PCS SET (GT001) (QTY:1260 PCS/USD:0.238 PER,,,,,,,,,180.0,KGS,154.1690555555556,27750.43,1.753914170142839,315.704550625711,12199.1,2025,8,3,KGS,,1260.0,,STEEL,39949.53,221.94183333333334,Steel,Scrubber
INNSA1,2025-08-20,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 30072 PCS/USD 0.578 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 30072 PCS/USD 0.578 PER PCS),,,,,,,,,5012.0,KGS,326.0750738228252,1634288.27,3.680305573621053,18445.69153498872,598803.3,2025,8,3,KGS,0.578,30072.0,,STEEL,2233091.5700000003,445.54899640861936,Steel,Steel Items
INNSA1,2025-08-20,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36000 PCS/USD 0.445 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 36000 PCS/USD 0.445 PER PCS),,,,,,,,,5600.0,KGS,268.9756428571429,1506263.6,3.035842470170913,17000.71783295711,551895.0,2025,8,3,KGS,0.445,36000.0,,STEEL,2058158.6,367.5283214285715,Steel,Steel Items
INNSA1,2025-08-16,301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228",,,,,,,,,8856.0,KGS,235.9864363143631,2089895.88,2.663503795873174,23587.98961625282,918718.2,2025,8,3,KGS,,98.0,,STEEL,3008614.08,339.7260704607046,Steel,Scrubber
INNSA1,2025-08-07,301049751,73239990,STEEL BASKET SQUARE (SY-845-6) (QTY: 4400 PCS/USD 0.702 PERPCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 4400 PCS/USD 0.702 PER,,,,,,,,,660.0,KGS,436.1330455,287847.81,5.024574256,3316.219009,105467.5,2025,8,3,KGS,0.702,4400.0,,STEEL,393315.31,595.9322878787879,Steel,Basket
INNSA1,2025-08-01,301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:336000 SET/USD:0.139PER SET)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:336000 SET/USD:0.139,,,,,,,,,9800.0,KGS,438.0730643,4293116.03,5.046924704,49459.8621,1887253.8,2025,8,3,KGS,,336000.0,,STEEL,6180369.83,630.6499826530612,Steel,Scrubber
INNSA1,2025-07-29,301049751,73239990,"STEEL TEA STRAINER BIG (SB-12) (QTY:1,332 PCS/USD:0.973 PERPCS)STEEL TEA STRAINER BIG (SB-12) (QTY:1,332 PCS/USD:0.973 PER",,,,,,,,,325.6,KGS,371.794041769042,121056.14,4.28334149503504,1394.65599078341,44354.9,2025,7,3,KGS,,1.0,,STEEL,165411.04,508.0191646191646,Steel,Strainer
INNSA1,2025-07-29,301049751,73239990,"STEEL TEA STRAINER (NP-55) (QTY:1,00,800 PCS/USD:0.269 PER PCS)STEEL TEA STRAINER (NP-55) (QTY:1,00,800 PCS/USD:0.269 PER P",,,,,,,,,4620.0,KGS,548.200285714286,2532685.32,6.31567149440421,29178.4023041475,927975.9,2025,7,3,KGS,,1.0,,STEEL,3460661.2199999997,749.0608701298701,Steel,Strainer
INNSA1,2025-07-28,301049751,73239990,"STEEL BASKET SQUARE (SY-845-6) (QTY: 82,800 PCS/USD:0.7012 PCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 82,800 PCS/USD:0.7012 P",,,,,,,,,12006.0,KGS,448.122178910545,5380154.88,5.16269791371595,61983.3511520737,1971288.8,2025,7,3,KGS,,82.0,,STEEL,7351443.68,612.3141495918707,Steel,Basket
INNSA1,2025-07-23,301049751,73239990,STEEL CUTLERY HOLDER (H2740) (QTY: 24960 NOS/USD 1.55 PER NOS)STEEL CUTLERY HOLDER (H2740) (QTY: 24960 NOS/USD 1.55 PER NO,,,,,,,,,9776.0,KGS,361.085180032733,3529968.72,4.15996751189785,40667.8423963134,1293380.5,2025,7,3,KGS,1.55,24960.0,,STEEL,4823349.220000001,493.3867860065467,Steel,Steel Items
INNSA1,2025-07-22,301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.139PER PCS)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.139,,,,,,,,,4900.0,KGS,448.699487755102,2198627.49,5.16934893727076,25329.8097926267,966516.6,2025,7,3,KGS,,168000.0,,STEEL,3165144.0900000003,645.9477734693878,Steel,Scrubber
INNSA1,2025-07-17,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 2880 PCS/USD 0.579 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 2880 PCS/USD 0.579 PER PCS),,,,,,,,,528.0,KGS,297.140397727273,156890.13,3.44710438198692,1820.0711136891,57484.5,2025,7,3,KGS,0.579,2880.0,,STEEL,214374.63,406.01255681818185,Steel,Steel Items
INNSA1,2025-07-17,301049751,73239990,STEEL HAND BLENDER (SR-13) (QTY: 540 PCS/USD 0.337 PER PCS) STEEL HAND BLENDER (SR-13) (QTY: 540 PCS/USD 0.337 PER PCS),,,,,,,,,33.0,KGS,518.840909090909,17121.75,6.01903606834001,198.62819025522,6273.4,2025,7,3,KGS,0.337,540.0,,STEEL,23395.15,708.9439393939394,Steel,Steel Items
INNSA1,2025-07-17,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 6624 PCS/USD 0.446 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 6624 PCS/USD 0.446 PER PCS),,,,,,,,,1030.4,KGS,269.75735636646,277957.98,3.12943568870603,3224.57053364269,101843.9,2025,7,3,KGS,0.446,6624.0,,STEEL,379801.88,368.5965450310559,Steel,Steel Items
INNSA1,2025-07-17,301049751,73239390,STEEL FILTER BALL WITH CHAIN (SR-10) (QTY: 540 PCS/USD 0.258PER PCS)STEEL FILTER BALL WITH CHAIN (SR-10) (QTY: 540 PCS/USD 0.25,,,,,,,,,12.0,KGS,1087.74416666667,13052.93,12.6188418406806,151.426102088167,4782.7,2025,7,3,KGS,0.258,540.0,,STEEL,17835.63,1486.3025,Steel,Steel Items
INNSA1,2025-07-16,301049751,73239990,STEEL HANGER WITH HOOK (SL-89) (QTY: 70056 PCS/CNY 7.45 PERPCS)STEEL HANGER WITH HOOK (SL-89) (QTY: 70056 PCS/CNY 7.45 PER,,,,,,,,,15568.0,KGS,416.915485611511,6490540.28,4.83660656161846,75296.2909512761,2378134.0,2025,7,3,KGS,,70056.0,,STEEL,8868674.280000001,569.6733221993834,Steel,Hanger
INNSA1,2025-07-15,301049751,73239390,STEEL INFUSER (SR-20) (QTY: 360 PCS/USD 0.743 PER PCS) STEEL INFUSER (SR-20) (QTY: 360 PCS/USD 0.743 PER PCS),,,,,,,,,15.0,KGS,1678.82466666667,25182.37,19.4759242072699,292.138863109049,9226.8,2025,7,3,KGS,0.743,360.0,,STEEL,34409.17,2293.9446666666668,Steel,Steel Items
INNSA1,2025-07-15,301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,232 PCS/ CNY:101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,23",,,,,,,,,4004.0,KGS,424.516780719281,1699765.19,4.92478863943481,19718.853712297,622793.9,2025,7,3,KGS,,1.0,,MILD,2322559.09,580.0597127872128,Steel,Cloth Stand
INNSA1,2025-07-10,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:44226 PCS/USD 0.975 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:44226 PCS/USD 0.975 PER PC,,,,,,,,,10810.8,KGS,394.952712102712,4269754.78,4.58181800583193,49533.1180974478,1564438.2,2025,7,3,KGS,0.975,44226.0,,SB-12,5834192.98,539.6633903133904,Steel,Strainer
INNSA1,2025-07-02,301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 PCS/USD:0.228PER PCS)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 PCS/USD:0.228",,,,,,,,,9151.0,KGS,237.423678286526,2172664.08,2.70876986065632,24787.9529948659,955103.1,2025,7,3,KGS,,98.0,,STEEL,3127767.18,341.79512403016065,Steel,Scrubber
INNSA1,2025-06-28,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142PER SET)STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142,,,,,,,,,4900.0,KGS,468.819102,2297213.6,5.348763286,26208.9401,1009855.1,2025,6,2,KGS,0.142,168000.0,,STEEL,3307068.7,674.9119795918368,Steel,Scrubber
INNSA1,2025-06-27,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1232 PCS/CNY 101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 123,,,,,,,,,4004.0,KGS,431.5472852,1727915.33,4.923528639,19713.80867,633108.2,2025,6,2,KGS,,1232.0,,MILD,2361023.5300000003,589.6662162837164,Steel,Cloth Stand
INNSA1,2025-06-25,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY:528 PCS/USD:0.5776 PER PCS) STEEL SPRINKLER (AM-430) (QTY:528 PCS/USD:0.5776 PER PCS),,,,,,,,,96.8,KGS,317.7392562,30757.16,3.625091343,350.908842,11269.4,2025,6,2,KGS,,528.0,,STEEL,42026.56,434.1586776859504,Steel,Steel Items
INNSA1,2025-06-25,301049751,73239990,STEEL CUTLERY HOLDER (H2740) (QTY:24960 NOS/USD:1.55 PER PCS)STEEL CUTLERY HOLDER (H2740) (QTY:24960 NOS/USD:1.55 PER PCS,,,,,,,,,9776.0,KGS,367.9828744,3597400.58,4.198321442,41042.79042,1318087.6,2025,6,2,KGS,,24960.0,,STEEL,4915488.18,502.81180237315874,Steel,Steel Items
INNSA1,2025-06-23,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 76968 PCS/USD 0.578 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 76968 PCS/USD 0.578 PER PCS),,,,,,,,,14110.8,KGS,297.680578,4200511.1,3.39624162,47923.68625,1539067.2,2025,6,2,KGS,0.578,76968.0,,STEEL,5739578.3,406.7507370241234,Steel,Steel Items
INNSA1,2025-06-23,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 44100 PCS/USD 0.445 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 44100 PCS/USD 0.445 PER PCS),,,,,,,,,6860.0,KGS,270.1087026,1852945.7,3.081673732,21140.2818,678919.3,2025,6,2,KGS,0.445,44100.0,,STEEL,2531865.0,369.0765306122449,Steel,Steel Items
INNSA1,2025-06-10,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142PER SET)STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142,,,,,,,,,4900.0,KGS,459.576667346939,2251925.67,5.2977137446333,25958.7973487032,989946.5,2025,6,2,KGS,0.142,168000.0,,STEEL,3241872.17,661.6065653061224,Steel,Scrubber
INNSA1,2025-06-05,301049751,73239990,STEEL TEA STRAINER BIG (SB-12) (QTY:12600 PCS/USD:0.986 PERPCS)STEEL TEA STRAINER BIG (SB-12) (QTY:12600 PCS/USD:0.986 PER,,,,,,,,,3080.0,KGS,372.736003246753,1148026.89,4.31407411165224,13287.3482638889,420637.0,2025,6,2,KGS,,12600.0,,STEEL,1568663.89,509.30645779220777,Steel,Strainer
INNSA1,2025-06-05,301049751,73239990,"STEEL DRAINER (AM-321) (QTY:50,856 PCS/USD:0.712 PER PCS) STEEL DRAINER (AM-321) (QTY:50,856 PCS/USD:0.712 PER PCS)",,,,,,,,,6357.0,KGS,526.349990561586,3346006.89,6.09201377964798,38726.9315972222,1225976.9,2025,6,2,KGS,,50.0,,STEEL,4571983.79,719.2046232499607,Steel,Steel Items
INNSA1,2025-06-05,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY:1332 PKT/USD:0.370PER PKT)HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY:1332 PKT/USD:0.370,,,,,,,,,45.14,KGS,985.659503766061,44492.67,11.4080961084035,514.961458333333,16302.1,2025,6,2,KGS,,1332.0,,HOUSEHOLD,60794.77,1346.8048294195835,Steel,Steel Items
INNSA1,2025-06-05,301049751,73239990,STEEL TEA STRAINER (NP-55) (QTY:50400 PCS/USD:0.277 PER PCS) STEEL TEA STRAINER (NP-55) (QTY:50400 PCS/USD:0.277 PER PCS),,,,,,,,,2310.0,KGS,558.473974025974,1290074.88,6.46381914381914,14931.4222222222,472683.5,2025,6,2,KGS,,50400.0,,STEEL,1762758.38,763.0988658008657,Steel,Strainer
INNSA1,2025-06-03,301049751,73231000,STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98400 PCS/USD:0.238PER PCS)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98400 PCS/USD:0.238,,,,,,,,,8856.0,KGS,238.020627822945,2107910.68,2.75486837758038,24397.1143518519,926637.5,2025,6,2,KGS,,98400.0,,STEEL,3034548.18,342.65449186991873,Steel,Scrubber
